,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds,matchMin
0,KR_6369773880,False,27399,3439,47,9.4,305,57,32135,0,18,14,11,0,2,0,0,,0,0,0,0,0,0,,0,0,True,24882,3037,43,8.6,249,58,28876,1,14,18,16,0,4,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,39
1,KR_6409872367,True,24062,2132,43,8.6,308,72,26046,1,7,12,8,22,1,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,23195,4950,43,8.6,263,71,26525,0,12,7,13,20,1,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,25
2,KR_6437841173,True,24656,3326,39,7.8,263,56,25945,0,13,15,18,23,1,0,0,,0,0,0,0,0,0,,0,1,False,23840,4980,41,8.2,202,74,24856,1,15,13,20,21,2,0,0,,0,0,0,0,0,1,"WATER_DRAGON,AIR_DRAGON",2,0,36
3,KR_6444199957,False,22397,4927,43,8.6,303,68,15502,0,7,4,4,23,5,0,0,,0,0,0,0,0,0,,0,0,True,20536,1881,41,8.2,279,79,11376,1,4,7,2,25,6,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,34
4,KR_6425291943,False,16137,2437,34,6.8,180,64,11069,0,2,8,1,134,0,0,0,,0,0,0,0,0,0,,0,0,True,22791,3171,42,8.4,225,72,15360,1,8,2,4,39,2,1,1,MID_LANE,5,5,0,0,1,0,,0,1,16
5,KR_6424578409,False,26217,6666,44,8.8,271,84,28255,1,14,12,16,27,1,0,0,,0,0,0,0,0,0,,0,1,True,23684,3649,43,8.6,301,56,22766,0,12,14,10,19,2,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,0,42
6,KR_6434316050,True,24376,4971,45,9.0,231,100,28495,0,12,6,6,24,32,1,0,TOP_LANE,1,0,1,0,0,1,EARTH_DRAGON,1,0,False,20630,3825,41,8.2,255,52,16261,1,6,12,5,55,0,0,0,,0,0,0,0,0,0,,0,0,28
7,KR_6413792930,True,25703,3087,43,8.6,262,72,26958,1,16,2,20,193,6,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,18261,2631,41,8.2,277,66,17867,0,2,16,0,22,3,0,0,,0,0,0,0,0,0,,0,0,21
8,KR_6436400402,False,21181,3366,42,8.4,251,80,21547,1,8,17,3,35,3,0,0,,0,0,0,0,0,0,,0,0,True,28938,4172,46,9.2,324,76,28249,0,17,8,11,23,6,1,0,BOT_LANE,3,1,1,1,0,1,HEXTECH_DRAGON,1,1,32
9,KR_6424652353,True,27266,3046,43,8.6,281,44,32666,1,21,8,18,21,4,1,0,BOT_LANE,2,0,1,1,0,1,WATER_DRAGON,1,0,False,21918,2223,42,8.4,214,80,25691,0,8,21,3,21,2,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,1,35
