blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
1,14881,34,195,68,12485,0,5,4,2,13,0,0,0,0,0,0,0,0,1,1,0,14072,32,194,44,9382,1,4,5,3,12,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0
0,13876,30,177,48,13683,1,4,16,4,16,2,0,0,0,0,0,0,0,0,0,0,19176,34,194,44,18051,0,16,4,11,24,3,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0
1,16610,32,198,36,14897,0,9,2,12,26,2,0,0,0,0,0,0,0,0,0,0,12370,30,166,36,9620,1,2,9,1,12,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,13389,32,201,48,6842,0,2,3,3,13,1,0,0,0,0,0,0,0,0,0,0,14429,33,212,52,10292,1,3,2,2,16,3,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
1,19319,33,180,61,18283,0,15,6,21,32,5,0,0,0,0,0,0,0,0,0,1,15651,29,172,38,12816,1,6,15,9,36,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0
1,16940,32,219,30,17788,1,10,4,11,15,3,0,0,0,0,0,0,0,0,0,0,13144,30,171,41,10067,0,4,10,5,12,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,12765,32,191,36,8310,0,2,9,2,0,3,0,0,0,0,0,0,0,0,0,0,16421,32,190,48,13004,1,9,2,11,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,13410,32,178,46,8114,0,3,7,3,12,1,0,0,0,0,0,0,0,0,0,0,16181,32,224,56,10482,1,7,3,5,15,1,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0
1,14230,33,194,52,12063,1,4,1,3,18,1,0,0,0,0,0,0,0,0,0,0,12418,32,166,40,9245,0,1,4,2,17,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1,15697,32,199,31,10289,1,5,5,6,0,1,0,0,0,0,0,0,0,0,0,0,14590,32,202,52,9429,0,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
