blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
0,27399,47,305,57,32135,0,18,14,11,0,2,0,0,0,0,0,0,0,0,0,0,24882,43,249,58,28876,1,14,18,16,0,4,0,0,0,0,0,0,0,1,1,1,39,0,0,0,0,0,0,0,0,0,0,0,1
1,24062,43,308,72,26046,1,7,12,8,22,1,1,0,1,0,1,0,0,0,0,1,23195,43,263,71,26525,0,12,7,13,20,1,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,1,0,0
1,24656,39,263,56,25945,0,13,15,18,23,1,0,0,0,0,0,0,0,0,0,1,23840,41,202,74,24856,1,15,13,20,21,2,0,0,0,0,0,0,0,1,2,0,36,0,0,0,0,0,0,1,0,1,0,0,0
0,22397,43,303,68,15502,0,7,4,4,23,5,0,0,0,0,0,0,0,0,0,0,20536,41,279,79,11376,1,4,7,2,25,6,0,0,0,0,0,0,0,1,1,1,34,0,0,0,0,0,0,0,1,0,0,0,0
0,16137,34,180,64,11069,0,2,8,1,134,0,0,0,0,0,0,0,0,0,0,0,22791,42,225,72,15360,1,8,2,4,39,2,1,1,5,5,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0
0,26217,44,271,84,28255,1,14,12,16,27,1,0,0,0,0,0,0,0,0,0,1,23684,43,301,56,22766,0,12,14,10,19,2,1,0,1,0,0,1,0,1,1,0,42,0,0,0,0,0,0,1,0,0,0,0,0
1,24376,45,231,100,28495,0,12,6,6,24,32,1,0,1,0,1,0,0,1,1,0,20630,41,255,52,16261,1,6,12,5,55,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0
1,25703,43,262,72,26958,1,16,2,20,193,6,0,0,0,0,0,0,0,1,1,1,18261,41,277,66,17867,0,2,16,0,22,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0
0,21181,42,251,80,21547,1,8,17,3,35,3,0,0,0,0,0,0,0,0,0,0,28938,46,324,76,28249,0,17,8,11,23,6,1,0,3,1,1,1,0,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,1
1,27266,43,281,44,32666,1,21,8,18,21,4,1,0,2,0,1,1,0,1,1,0,21918,42,214,80,25691,0,8,21,3,21,2,0,0,0,0,0,0,0,0,1,1,35,1,0,0,0,0,0,0,0,1,0,0,0
1,22680,45,325,76,27925,0,7,11,4,23,2,0,0,0,0,0,0,0,0,0,0,23209,43,243,88,21454,1,11,7,13,10,1,0,0,0,0,0,0,0,1,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
1,28810,44,283,90,32369,1,19,12,17,244,1,0,0,0,0,0,0,0,1,1,1,23395,41,278,61,18484,0,12,19,12,17,0,1,0,1,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0
0,19786,40,223,56,19699,0,7,23,6,14,1,0,0,0,0,0,0,0,0,0,0,27624,43,285,60,34750,1,23,7,15,36,0,1,0,1,0,1,0,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,1
1,22703,41,256,72,20181,1,10,4,14,18,5,0,0,0,0,0,0,0,1,1,0,21329,42,285,64,15647,0,4,10,5,20,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0
1,29386,44,316,68,33708,1,21,15,15,14,3,1,0,1,0,1,0,0,1,1,1,24497,40,188,56,24429,0,15,21,20,49,3,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0
1,27473,44,240,48,30953,1,18,12,17,0,6,1,0,1,1,0,0,0,0,0,0,23845,42,276,64,28379,0,12,18,7,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1,21600,44,300,80,22813,1,8,6,3,22,3,0,0,0,0,0,0,0,1,1,0,20485,45,283,64,23788,0,6,8,4,18,3,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0
0,21767,44,287,56,19791,0,7,6,8,50,5,0,0,0,0,0,0,0,0,0,0,21145,43,285,80,19449,1,6,7,7,167,1,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0
1,21739,44,311,64,20714,0,7,5,4,54,4,0,0,0,0,0,0,0,1,1,0,20333,42,257,68,21947,1,5,7,3,15,21,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0
0,19087,43,228,80,15723,0,4,5,4,17,1,0,0,0,0,0,0,0,0,0,0,22708,44,299,64,20586,1,5,4,3,437,3,1,0,1,1,0,0,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,1,0
0,20244,42,253,88,10625,1,3,3,2,64,4,0,0,0,0,0,0,0,0,0,1,21411,44,310,74,19323,0,3,3,2,29,3,0,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0,0,0,1,0,0,0
1,24451,45,257,68,26338,0,15,5,10,24,3,0,0,0,0,0,0,0,0,0,1,20765,41,225,72,22371,1,5,15,6,14,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1,20176,42,271,68,17810,1,5,4,2,20,17,0,0,0,0,0,0,0,0,0,1,21231,44,265,92,15051,0,4,5,3,56,2,0,0,0,0,0,0,0,1,1,0,33,0,0,0,0,0,0,0,0,0,0,0,1
1,22936,43,264,60,25477,1,9,9,5,22,0,0,0,0,0,0,0,0,0,0,1,20332,40,220,64,19771,0,9,9,4,17,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
1,21744,41,250,75,19535,0,7,14,6,30,4,0,0,0,0,0,0,0,1,1,1,24069,42,291,44,24316,1,14,7,9,19,5,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0
0,23920,41,262,64,23987,0,12,14,9,20,2,0,0,0,0,0,0,0,0,0,1,24527,44,234,67,23223,1,14,12,16,19,1,0,0,0,0,0,0,0,1,1,0,37,0,0,0,0,0,0,1,0,0,0,0,0
1,20126,42,270,69,19700,0,3,11,3,21,1,0,0,0,0,0,0,0,1,1,0,21879,44,225,71,21432,1,11,3,10,16,4,0,0,0,0,0,0,0,0,1,1,31,0,0,0,1,0,0,0,0,0,0,1,0
