blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
1,24884,42,352,56,23509,1,13,11,13,19,7,0,0,0,0,0,0,0,1,2,0,24319,44,325,82,25578,0,11,13,6,20,4,0,0,0,0,0,0,0,0,0,1,30,1,0,0,1,0,0,0,0,0,0,0,0
0,25361,44,285,84,30645,0,14,9,11,64,6,0,0,0,0,0,0,0,1,1,0,23371,41,327,75,25700,1,9,14,6,30,7,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0
1,25900,42,321,50,33141,1,14,10,14,26,7,0,0,0,0,0,0,0,0,0,1,24989,41,300,53,30153,0,10,14,14,32,4,1,0,1,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0,22269,42,318,53,23866,0,5,18,4,40,3,0,0,0,0,0,0,0,0,0,1,29466,48,375,75,26392,1,18,5,15,19,10,1,0,1,0,1,0,0,1,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0
1,25875,43,344,60,23212,0,13,12,14,25,6,0,0,0,0,0,0,0,1,2,0,26702,43,313,71,33375,1,12,13,15,30,6,1,0,1,1,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0
1,29199,45,365,87,31295,1,17,10,19,21,9,0,0,0,0,0,0,0,1,1,1,23568,44,286,70,23715,0,10,17,14,111,5,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
1,26129,45,351,60,25430,0,11,4,12,49,2,1,0,1,0,1,0,0,0,0,1,22064,43,339,88,18135,1,4,11,2,23,3,0,0,0,0,0,0,0,1,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
1,22654,42,314,48,22540,0,9,14,14,31,7,0,0,0,0,0,0,0,0,0,0,25301,44,343,75,31631,1,14,9,10,268,6,0,0,0,0,0,0,0,1,2,1,29,0,0,0,0,0,0,0,0,0,1,0,1
1,29799,44,340,56,24690,0,15,4,19,25,6,1,0,3,2,0,1,0,1,1,1,19708,39,258,71,18451,1,4,15,2,28,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0
1,31135,45,337,65,29099,1,23,14,25,35,5,0,0,0,0,0,0,0,1,2,1,26399,43,272,92,26416,0,14,23,9,31,5,1,0,1,1,0,0,0,0,0,0,25,0,0,1,0,0,1,0,0,0,0,0,0
1,22407,45,345,76,20723,1,6,6,2,58,9,0,0,0,0,0,0,0,1,1,1,22098,44,319,84,21003,0,6,6,9,56,8,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,1,0,0,1,0,0,0,0
1,27737,45,366,95,24302,1,12,9,18,23,9,1,0,2,0,2,0,0,1,1,1,24006,42,302,63,24226,0,9,12,7,23,6,0,0,1,0,0,1,0,0,1,0,36,0,0,0,1,0,0,0,1,0,0,0,0
1,25626,45,346,89,21244,1,13,9,8,29,1,0,0,0,0,0,0,0,1,1,1,24953,43,366,50,28072,0,9,13,9,22,6,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0
1,22430,44,320,68,25764,1,5,9,4,21,5,0,0,0,0,0,0,0,1,1,1,23591,45,328,80,27540,0,9,5,8,29,3,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,1,0,0,0
0,24867,45,336,88,26917,1,9,13,17,65,5,0,0,0,0,0,0,0,1,1,0,26217,43,305,72,21716,0,13,9,17,34,33,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,1,0,0,0,0,0,0
0,25158,44,318,69,28994,1,12,16,9,18,9,0,0,0,0,0,0,0,1,1,0,27010,46,291,63,32516,0,16,12,15,29,8,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,0,0,0
1,27989,44,337,73,30892,0,13,9,12,58,9,1,0,2,1,0,1,0,1,1,1,23618,43,319,70,24727,1,9,13,7,30,6,0,0,1,0,1,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0
0,25675,44,318,77,27504,0,11,19,6,30,3,0,0,0,0,0,0,0,0,0,1,28402,44,285,86,28546,1,19,11,18,28,4,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,1,0,0
0,24383,43,353,55,22808,1,8,12,9,31,6,0,0,0,0,0,0,0,1,1,1,23853,43,305,75,24961,0,12,8,15,128,7,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0
1,24238,44,358,90,21864,1,6,6,10,67,5,0,0,0,0,0,0,0,1,2,1,22359,44,328,65,18517,0,6,6,7,19,29,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,0,0,0
0,22859,44,305,83,21143,0,7,14,10,95,6,0,0,0,0,0,0,0,0,0,0,28740,47,351,100,28415,1,14,7,18,39,6,1,0,1,1,0,0,0,1,2,1,25,0,0,0,0,0,0,0,0,1,0,0,1
1,25433,44,368,70,19286,0,7,8,5,16,8,1,0,1,0,1,0,0,0,0,1,22768,43,322,65,23536,1,8,7,9,33,4,0,0,0,0,0,0,0,1,1,0,32,0,0,0,0,0,0,1,0,0,0,0,0
1,24129,43,348,52,23002,0,10,12,6,25,5,0,0,0,0,0,0,0,1,1,0,25538,44,332,82,26910,1,12,10,16,25,8,0,0,0,0,0,0,0,0,1,1,32,1,0,0,0,0,0,0,0,1,0,0,0
1,26287,41,326,57,27629,0,11,11,13,28,6,1,0,1,1,0,0,0,0,0,1,23766,38,302,51,25455,1,11,11,12,24,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
0,23702,44,361,70,25196,1,6,6,7,28,4,0,0,0,0,0,0,0,1,1,1,22848,46,379,73,17452,0,6,6,7,20,5,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0
0,23435,43,338,72,18128,0,7,12,10,23,10,0,0,0,0,0,0,0,0,1,1,26752,45,373,87,25121,1,12,7,14,32,6,0,0,0,0,0,0,0,1,1,0,26,0,0,0,0,0,1,0,0,1,0,0,0
1,28201,47,363,88,28621,0,13,7,24,33,11,0,0,0,0,0,0,0,0,0,1,23782,43,353,83,22203,1,7,13,12,27,10,1,0,1,0,1,0,0,1,1,0,31,0,0,0,0,0,0,0,1,0,0,0,0
0,18683,39,326,55,20115,0,1,18,1,18,6,0,0,0,0,0,0,0,0,0,0,30472,47,344,88,27918,1,18,1,18,98,8,1,0,3,2,0,1,0,1,2,1,21,0,0,0,0,0,0,1,1,0,0,0,0
1,25291,42,264,64,24122,1,13,17,14,23,4,0,0,0,0,0,0,0,0,0,1,26923,44,313,64,29628,0,17,13,17,42,2,0,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0,1,0,0,0,0,0
0,25638,45,321,72,27784,0,11,11,15,31,9,0,0,0,0,0,0,0,1,1,1,26234,44,343,76,33178,1,11,11,13,26,10,1,0,1,0,0,1,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0
0,25460,41,280,56,30533,1,14,16,18,19,4,0,0,0,0,0,0,0,0,0,0,28535,43,304,72,36136,0,16,14,13,50,5,1,0,2,1,0,1,0,1,1,1,30,0,0,0,0,0,0,0,0,0,1,0,0
0,22231,38,228,46,22783,0,11,16,13,117,1,0,0,0,0,0,0,0,0,0,0,29790,44,315,76,26663,1,16,11,27,44,4,1,0,2,0,1,1,0,1,1,1,18,0,0,0,0,0,0,0,0,1,0,0,0
0,22674,39,263,71,19691,0,11,5,11,57,5,0,0,0,0,0,0,0,1,1,1,24232,43,361,72,20621,1,5,11,6,26,8,1,0,1,0,1,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0
1,25843,47,388,91,23218,1,8,2,9,26,6,1,0,1,0,0,1,0,1,2,0,21516,43,322,88,20146,0,2,8,3,23,2,0,0,0,0,0,0,0,0,0,1,26,1,1,0,0,0,0,0,0,0,0,0,0
1,25607,46,352,68,24429,0,10,8,14,34,5,1,0,1,0,0,1,0,1,1,0,24772,46,360,84,18617,1,8,10,8,22,2,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,0
1,28101,44,343,78,31090,1,15,10,8,22,4,1,0,2,1,1,0,0,1,1,1,23096,42,306,52,20509,0,10,15,10,32,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0
0,21608,43,351,88,19250,0,4,5,3,26,9,0,0,0,0,0,0,0,1,1,0,23534,44,360,79,17933,1,5,4,5,43,6,1,0,1,0,1,0,0,0,1,1,37,0,0,0,0,1,0,0,1,0,0,0,0
0,23744,44,350,67,19503,1,8,9,5,25,9,0,0,0,0,0,0,0,0,0,0,23706,43,319,76,25340,0,9,8,8,24,5,0,0,0,0,0,0,0,1,1,1,27,0,0,0,0,0,0,1,0,0,0,0,0
1,25743,44,325,72,27191,1,17,12,20,27,6,0,0,0,0,0,0,0,1,2,0,26400,46,292,84,28162,0,12,17,10,26,4,1,0,1,0,1,0,0,0,0,1,24,0,0,0,1,1,0,0,0,0,0,0,0
1,23411,42,312,49,26128,0,10,19,13,29,6,0,0,0,0,0,0,0,1,1,0,28387,47,325,80,35095,1,19,10,16,240,9,0,0,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,0,0,0,0,0,0
0,23097,41,283,49,22668,0,8,16,11,189,3,0,0,1,0,1,0,0,0,0,0,29429,43,325,82,28412,1,16,8,21,91,8,1,0,1,0,0,1,0,1,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0
1,26312,45,359,76,30137,1,12,8,9,32,10,1,0,1,0,0,1,0,0,0,0,24242,42,339,67,27545,0,8,12,11,24,6,0,0,0,0,0,0,0,1,1,1,28,0,0,0,0,0,0,0,0,0,0,0,1
1,27036,45,366,76,26224,0,13,8,13,53,6,1,0,1,0,0,1,0,0,0,0,23167,40,299,64,21071,1,8,13,9,24,8,0,0,0,0,0,0,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,1
0,24066,43,362,79,20503,1,7,5,9,25,12,0,0,0,0,0,0,0,1,1,1,21841,44,351,63,21607,0,5,7,4,25,7,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0
1,22602,43,322,80,22154,0,6,13,6,61,7,0,0,0,0,0,0,0,0,0,0,27618,47,364,86,23746,1,13,6,14,62,8,1,0,1,0,1,0,0,1,1,1,33,0,0,0,0,0,0,0,0,1,0,0,0
0,21726,43,339,76,19095,0,3,13,1,26,3,0,0,0,0,0,0,0,0,0,0,27659,46,296,84,26546,1,13,3,15,84,3,1,0,2,0,0,2,0,1,1,1,22,0,0,0,0,0,0,0,0,0,0,1,0
1,28578,47,332,91,36999,0,23,9,18,24,3,0,0,0,0,0,0,0,1,2,1,21451,40,284,10,28170,1,9,23,7,19,2,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0
1,24329,42,330,64,24292,0,10,16,11,26,8,0,0,0,0,0,0,0,0,0,1,27046,43,316,71,30521,1,16,10,20,27,8,0,0,0,0,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0
0,24564,43,271,88,26850,1,11,20,13,25,3,0,0,0,0,0,0,0,0,0,0,29088,46,346,60,32510,0,20,11,16,102,5,0,0,0,0,0,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
0,25596,43,291,67,26900,0,15,16,24,20,9,0,0,0,0,0,0,0,1,1,0,29034,44,331,60,31360,1,16,15,18,23,7,1,0,1,0,0,1,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0
1,28214,42,320,71,34701,0,16,8,18,29,9,0,0,0,0,0,0,0,0,1,1,22183,40,295,60,22769,1,8,16,8,34,6,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,1,0,1,0,0,0,0,0
1,31888,46,360,96,33990,0,21,9,22,27,5,1,0,3,1,1,1,0,1,2,1,24163,41,302,43,26939,1,9,21,9,27,6,0,0,0,0,0,0,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0
