,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds,matchMin
0,KR_6438211774,False,11295,1915,24,6.0,134,48,6612,0,4,6,7,11,2,0,0,,0,0,0,0,0,0,,0,0,True,16937,2307,35,5.833333333333333,204,44,13140,1,6,4,4,17,3,0,0,,0,0,0,0,0,0,,0,0,33
1,KR_6446580204,False,12001,2511,27,6.75,174,52,11159,1,4,10,3,35,4,0,0,,0,0,0,0,0,0,,0,0,True,19556,1991,36,6.0,235,48,16067,0,10,4,12,20,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,29
2,KR_6438878198,True,13554,1224,26,6.5,173,51,9218,0,7,2,9,16,2,0,0,,0,0,0,0,0,0,,0,0,False,16073,2798,35,5.833333333333333,202,51,13752,1,2,7,3,15,4,0,0,,0,0,0,0,0,0,,0,0,33
3,KR_6445048211,True,11528,3163,26,6.5,209,44,8357,1,1,2,1,10,2,0,0,,0,0,0,0,0,0,,0,0,False,14965,1795,38,6.333333333333333,205,56,10898,0,2,1,2,14,2,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,38
4,KR_6445751920,True,11579,4199,25,6.25,185,40,13334,0,4,2,5,28,2,0,0,,0,0,0,0,0,0,,0,0,False,15898,4388,35,5.833333333333333,216,36,14472,1,2,4,2,18,2,0,0,,0,0,0,0,0,0,,0,0,29
5,KR_6437765950,False,11696,1491,28,7.0,202,42,6615,0,4,7,4,14,3,0,0,,0,0,0,0,0,0,,0,0,True,18682,4987,38,6.333333333333333,244,48,13005,1,7,4,8,86,3,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,25
6,KR_6440469768,True,13347,3667,28,7.0,232,55,9269,1,3,1,5,18,0,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,14593,1883,35,5.833333333333333,177,44,6807,0,1,3,1,12,0,0,0,,0,0,0,0,0,0,,0,0,30
7,KR_6416847866,False,14499,2953,26,6.5,190,44,11539,0,9,10,9,13,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,True,20050,3510,37,6.166666666666667,176,40,17906,1,10,9,13,24,0,0,0,,0,0,0,0,0,0,,0,0,29
8,KR_6445055658,True,10552,2392,26,6.5,167,41,10501,0,1,6,1,17,2,0,0,,0,0,0,0,0,0,,0,1,False,17838,4463,39,6.5,220,52,13837,1,6,1,8,14,6,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,35
9,KR_6446656118,False,11740,3190,26,6.5,180,44,8958,0,4,4,2,98,2,0,0,,0,0,0,0,0,0,,0,0,True,15753,4183,36,6.0,187,36,16776,1,4,4,4,121,1,0,0,,0,0,0,0,0,0,,0,0,27
10,KR_6440236981,True,11617,1277,26,6.5,177,40,10629,1,3,7,2,11,2,0,0,,0,0,0,0,0,0,,0,0,False,16911,4390,39,6.5,186,48,14847,0,7,3,8,13,0,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,31
11,KR_6421689160,False,11306,1631,25,6.25,166,42,10356,1,4,4,4,13,2,0,0,,0,0,0,0,0,0,,0,0,True,16213,2078,35,5.833333333333333,193,20,12791,0,4,4,4,16,1,0,0,,0,0,0,0,0,0,,0,0,29
12,KR_6410411590,False,12336,2975,27,6.75,177,48,10845,0,4,9,4,15,1,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,True,18106,4911,38,6.333333333333333,190,44,14650,1,9,4,8,12,3,0,0,,0,0,0,0,0,0,,0,0,23
13,KR_6434858467,True,11854,2689,27,6.75,171,52,10318,0,4,8,7,15,4,0,0,,0,0,0,0,0,0,,0,1,False,18425,1800,37,6.166666666666667,212,44,17572,1,8,4,16,50,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,25
14,KR_6429516325,True,12344,3129,27,6.75,202,48,11467,1,3,7,5,22,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,False,17671,3280,38,6.333333333333333,222,44,11910,0,7,3,8,80,4,0,0,,0,0,0,0,0,0,,0,0,29
15,KR_6445712870,True,12985,1980,27,6.75,191,52,10248,1,5,10,6,12,3,0,0,,0,0,0,0,0,0,,0,0,False,17841,5131,37,6.166666666666667,172,44,13817,0,10,5,8,18,1,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,31
16,KR_6441957957,False,13061,2725,28,7.0,191,40,10213,1,8,2,8,54,2,0,0,,0,0,0,0,0,0,,0,0,True,16428,2808,36,6.0,192,44,14728,0,2,8,3,17,2,0,0,,0,0,0,0,0,0,,0,0,34
17,KR_6438962175,True,12118,3518,28,7.0,191,47,13524,0,4,5,5,18,2,0,0,,0,0,0,0,0,0,,0,0,False,15888,3058,37,6.166666666666667,194,28,13349,1,5,4,4,22,2,0,0,,0,0,0,0,0,0,,0,0,31
18,KR_6444016340,False,11996,2596,27,6.75,209,60,13668,0,2,9,4,13,5,0,0,,0,0,0,0,0,0,,0,0,True,17943,2863,38,6.333333333333333,190,48,14910,1,9,2,16,18,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,26
19,KR_6417707585,True,11537,4207,27,6.75,207,48,11085,0,3,7,3,19,3,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,19090,3095,38,6.333333333333333,230,54,12217,1,7,3,8,13,3,0,0,,0,0,0,0,0,0,,0,0,35
20,KR_6439448239,True,13325,4700,27,6.75,205,44,12489,1,9,2,12,15,2,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,False,15917,3731,37,6.166666666666667,170,52,15447,0,2,9,0,12,3,0,0,,0,0,0,0,0,0,,0,0,28
21,KR_6443316722,True,11567,1387,26,6.5,184,52,7819,1,4,0,4,13,1,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,15079,2024,37,6.166666666666667,205,48,11239,0,0,4,0,13,0,0,0,,0,0,0,0,0,0,,0,0,31
