blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
1,16971,32,195,52,17175,1,8,8,16,15,5,0,0,0,0,0,0,0,1,1,0,16413,30,194,40,15418,0,8,8,14,22,4,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0
1,15858,33,206,50,15971,0,7,5,6,15,3,0,0,0,0,0,0,0,1,1,0,15734,33,213,44,14467,1,5,7,7,16,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0,0,0,0,0,0,0
1,14794,31,199,51,14166,1,5,7,12,15,1,0,0,0,0,0,0,0,0,0,1,15673,32,217,40,10571,0,7,5,8,12,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
0,13863,32,208,44,9950,1,3,4,5,12,2,0,0,0,0,0,0,0,1,1,0,14529,33,221,51,10191,0,4,3,4,16,2,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0
0,18289,32,202,28,17272,1,15,9,19,17,7,0,0,0,0,0,0,0,0,0,0,15561,31,191,44,15280,0,9,15,4,16,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
1,16426,33,206,48,18370,1,7,4,12,11,2,0,0,0,0,0,0,0,1,1,1,14551,33,217,48,13196,0,4,7,4,15,1,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
0,13291,32,189,52,11424,0,2,7,2,13,4,0,0,0,0,0,0,0,0,0,0,15827,33,209,43,13055,1,7,2,9,14,2,0,0,0,0,0,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,1,0
0,15582,33,185,46,13685,0,7,5,5,24,2,0,0,0,0,0,0,0,0,0,1,15291,31,225,48,13478,1,5,7,9,18,7,0,0,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0
0,15422,33,201,50,12496,1,6,4,7,15,1,0,0,0,0,0,0,0,1,1,1,14960,34,211,73,10597,0,4,6,2,16,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0
1,18203,32,191,52,14971,0,12,6,21,11,1,0,0,0,0,0,0,0,0,0,0,14989,30,192,39,15804,1,6,12,5,16,1,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,1,0,0,0
1,15576,34,216,44,13009,1,6,6,8,20,8,0,0,0,0,0,0,0,1,1,0,17028,32,223,48,14377,0,6,6,8,25,6,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,0,0,0
1,16678,33,209,52,14370,0,8,4,12,13,2,0,0,0,0,0,0,0,1,1,0,15759,32,238,48,11567,1,4,8,4,15,5,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,15474,32,219,32,10426,1,5,3,8,18,5,0,0,0,0,0,0,0,0,0,0,14799,32,214,48,11677,0,3,5,3,17,4,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0
1,14734,32,222,56,8400,0,4,4,3,39,6,0,0,0,0,0,0,0,0,0,0,14919,31,212,48,14358,1,4,4,6,18,4,0,0,0,0,0,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,1,0,0
0,15724,31,185,40,11520,1,8,3,13,13,5,0,0,0,0,0,0,0,1,1,0,15089,33,227,52,11010,0,3,8,2,19,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0
0,14999,32,198,52,14079,0,5,13,3,18,3,0,0,0,0,0,0,0,0,0,0,18436,32,195,36,14824,1,13,5,20,15,9,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0
0,13774,32,201,48,12317,0,3,7,6,15,4,0,0,0,0,0,0,0,0,0,0,15453,31,208,44,13278,1,7,3,10,24,6,0,0,0,0,0,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1
1,17486,33,205,44,12628,1,10,3,15,14,4,0,0,0,0,0,0,0,1,1,0,14242,31,209,48,11972,0,3,10,2,16,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0
1,16284,31,221,32,12912,1,6,8,5,14,4,0,0,0,0,0,0,0,0,0,0,15998,31,200,36,12844,0,8,6,8,25,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
0,16506,31,217,40,12060,1,7,8,7,12,6,0,0,0,0,0,0,0,0,0,0,16844,32,219,44,17983,0,8,7,9,15,3,0,0,0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,1,0,0,0
1,14464,32,228,36,13614,0,3,4,4,14,3,0,0,0,0,0,0,0,1,1,0,14814,32,218,44,11288,1,4,3,5,14,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0
