blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
0,14535,33,178,56,12897,0,5,6,3,13,1,0,0,0,0,0,0,0,0,0,0,13630,33,200,31,14653,1,6,5,1,57,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
1,14403,33,203,48,10665,0,3,6,3,46,2,0,0,0,0,0,0,0,0,0,0,14443,31,150,54,11556,1,6,3,5,18,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
0,13481,31,193,52,11101,0,3,6,3,15,4,0,0,0,0,0,0,0,0,0,0,15504,33,201,52,12924,1,6,3,5,13,3,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0
1,16646,33,194,40,14239,1,11,6,13,16,1,0,0,0,0,0,0,0,1,1,0,13791,31,174,52,9158,0,6,11,3,13,1,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0
1,13803,32,186,44,11848,0,5,3,2,16,9,0,0,0,0,0,0,0,0,0,0,12745,31,160,39,12212,1,3,5,2,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,14943,29,159,36,16267,0,9,12,6,173,2,0,0,0,0,0,0,0,0,0,0,16822,29,160,24,18874,1,12,9,21,15,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
0,14493,32,165,48,12959,0,6,6,2,13,2,0,0,0,0,0,0,0,0,0,1,14373,31,169,52,12356,1,6,6,5,12,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0,15876,30,174,20,10548,1,9,4,9,10,1,0,0,0,0,0,0,0,0,0,0,15147,32,180,56,11638,0,4,9,3,13,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0,12678,31,146,32,8497,1,3,5,4,12,0,0,0,0,0,0,0,0,0,0,0,14807,30,168,40,11497,0,5,3,1,10,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
1,14303,31,170,56,12177,1,6,8,2,11,4,0,0,0,0,0,0,0,0,0,0,15012,32,185,40,16081,0,8,6,8,29,2,0,0,0,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,1,0,0,0
1,15368,31,204,31,13271,1,7,5,8,16,3,0,0,0,0,0,0,0,0,0,0,13539,31,167,52,10995,0,5,7,4,16,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
0,12567,30,187,44,8764,0,1,6,1,17,2,0,0,0,0,0,0,0,0,0,0,15361,32,200,40,8043,1,6,1,5,100,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
1,14318,31,192,24,7669,1,5,1,6,44,3,0,0,0,0,0,0,0,1,1,0,13043,31,173,56,5957,0,1,5,0,17,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0
